Date,Time,Open,High,Low,Close,Volume
2010.01.22,00:00,90.433,90.551,89.773,89.804,47136
2010.01.24,00:00,90.198,90.201,89.857,89.991,1755
2010.01.25,00:00,89.996,90.464,89.809,90.402,37849
2010.01.26,00:00,90.402,90.542,89.333,89.638,52743
2010.01.27,00:00,89.638,90.075,89.129,89.958,51756
2010.01.28,00:00,89.956,90.541,89.620,89.781,51586
2010.01.29,00:00,89.784,90.915,89.575,90.253,49219
2010.01.31,00:00,89.967,90.277,89.967,90.237,2077
2010.02.01,00:00,90.239,90.937,89.989,90.767,40414
2010.02.02,00:00,90.769,90.910,90.254,90.438,41442
2010.02.03,00:00,90.438,91.266,90.065,90.854,44417
2010.02.04,00:00,90.852,91.069,88.545,89.365,55361
2010.02.05,00:00,89.368,89.881,88.815,89.231,61956
2010.02.07,00:00,89.398,89.441,89.126,89.255,1765
2010.02.08,00:00,89.260,89.555,89.133,89.225,40592
2010.02.09,00:00,89.220,89.932,89.207,89.804,49853
2010.02.10,00:00,89.804,90.056,89.234,89.914,46314
2010.02.11,00:00,89.909,90.132,89.564,89.814,40447
2010.02.12,00:00,89.814,90.404,89.580,89.960,42024
2010.02.14,00:00,90.101,90.101,89.966,90.050,816
2010.02.15,00:00,90.057,90.222,89.902,90.049,21282
2010.02.16,00:00,90.051,90.503,89.695,90.243,37612
2010.02.17,00:00,90.241,91.376,90.145,91.074,44044
2010.02.18,00:00,91.078,92.083,90.556,91.958,47711
2010.02.19,00:00,91.959,92.137,91.478,91.501,40399
2010.02.21,00:00,91.448,91.734,91.435,91.616,1518
2010.02.22,00:00,91.621,91.897,91.012,91.255,35296
2010.02.23,00:00,91.255,91.282,89.889,90.156,47059
2010.02.24,00:00,90.160,90.355,89.758,90.284,37756
2010.02.25,00:00,90.285,90.286,88.800,89.284,53053
2010.02.26,00:00,89.282,89.495,88.736,88.954,38389
2010.02.28,00:00,88.839,89.091,88.838,88.867,1804
2010.03.01,00:00,88.857,89.469,88.807,89.171,40054
2010.03.02,00:00,89.167,89.364,88.546,88.764,42720
2010.03.03,00:00,88.766,88.986,88.312,88.589,44515
2010.03.04,00:00,88.589,89.246,88.131,89.163,42604
2010.03.05,00:00,89.163,90.582,89.145,90.270,39150
2010.03.07,00:00,90.436,90.675,90.337,90.601,2683
2010.03.08,00:00,90.602,90.647,90.146,90.293,38700
2010.03.09,00:00,90.298,90.298,89.623,89.988,44783
2010.03.10,00:00,89.993,90.812,89.932,90.488,38647
2010.03.11,00:00,90.486,90.734,90.201,90.658,27346
2010.03.12,00:00,90.653,91.075,90.163,90.517,39398
2010.03.14,00:00,90.817,90.826,90.527,90.697,1291
2010.03.15,00:00,90.691,90.789,90.262,90.323,32593
2010.03.16,00:00,90.323,90.726,89.977,90.304,41504
2010.03.17,00:00,90.299,90.706,90.018,90.409,43942
2010.03.18,00:00,90.409,90.792,89.751,90.473,59261
2010.03.19,00:00,90.473,90.706,90.326,90.535,40281
2010.03.21,00:00,90.476,90.553,90.418,90.433,1001
2010.03.22,00:00,90.435,90.764,89.823,90.316,40189
2010.03.23,00:00,90.315,90.465,90.123,90.403,44785
2010.03.24,00:00,90.403,92.394,90.375,92.007,61879
2010.03.25,00:00,92.004,92.947,91.753,92.514,60471
2010.03.26,00:00,92.518,92.885,92.297,92.505,56542
2010.03.28,00:00,92.420,92.465,92.328,92.388,2297
2010.03.29,00:00,92.391,92.778,92.343,92.411,52892
2010.03.30,00:00,92.414,93.015,92.118,92.921,67486
2010.03.31,00:00,92.917,93.638,92.800,93.515,79980
2010.04.01,00:00,93.507,94.034,93.269,93.723,63273
2010.04.02,00:00,93.723,94.683,93.664,94.595,24175
2010.04.04,00:00,94.659,94.766,94.513,94.523,2091
2010.04.05,00:00,94.524,94.587,94.074,94.272,32947
2010.04.06,00:00,94.270,94.282,93.554,93.619,67705
2010.04.07,00:00,93.619,94.259,93.143,93.194,70517
2010.04.08,00:00,93.197,93.514,92.825,93.411,72103
2010.04.09,00:00,93.413,93.775,93.100,93.166,63586
2010.04.11,00:00,92.938,93.246,92.884,93.081,5735
2010.04.12,00:00,93.081,93.605,93.039,93.190,62964
2010.04.13,00:00,93.192,93.405,92.565,93.216,80617
2010.04.14,00:00,93.219,93.714,92.820,93.293,73764
2010.04.15,00:00,93.293,93.511,92.856,93.117,73279
2010.04.16,00:00,93.118,93.118,91.895,92.161,88700
2010.04.18,00:00,91.839,92.097,91.811,91.941,3624
2010.04.19,00:00,91.943,92.527,91.586,92.473,78777
2010.04.20,00:00,92.474,93.382,92.464,93.113,70274
2010.04.21,00:00,93.110,93.436,92.928,92.999,77605
2010.04.22,00:00,92.997,93.626,92.735,93.519,95258
2010.04.23,00:00,93.520,94.318,93.301,93.953,82858
2010.04.25,00:00,93.979,94.172,93.922,94.162,3103
2010.04.26,00:00,94.161,94.347,93.804,93.863,69600
2010.04.27,00:00,93.867,94.020,92.814,93.184,92921
2010.04.28,00:00,93.184,94.310,92.984,94.000,76133
2010.04.29,00:00,94.001,94.252,93.843,93.949,42768
2010.04.30,00:00,93.951,94.576,93.826,93.836,50043
2010.05.02,00:00,93.852,94.124,93.846,94.108,1762
2010.05.03,00:00,94.113,94.779,93.835,94.653,34993
2010.05.04,00:00,94.652,94.969,94.315,94.890,60187
2010.05.05,00:00,94.885,94.975,93.534,93.862,73614
2010.05.06,00:00,93.862,93.968,88.190,91.351,106919
2010.05.07,00:00,91.341,93.086,90.833,91.559,82721
2010.05.09,00:00,92.422,92.717,91.662,92.166,6975
2010.05.10,00:00,92.172,93.532,91.824,92.996,84118
2010.05.11,00:00,93.000,93.254,92.205,92.796,68705
2010.05.12,00:00,92.795,93.274,92.445,93.185,61087
2010.05.13,00:00,93.185,93.634,92.570,92.599,60500
2010.05.14,00:00,92.597,93.086,91.792,92.437,65467
2010.05.16,00:00,92.230,92.397,92.172,92.246,1513
2010.05.17,00:00,92.250,92.682,91.759,92.528,69911
2010.05.18,00:00,92.526,92.957,91.854,91.855,74365
2010.05.19,00:00,91.854,92.145,90.935,91.761,88328
2010.05.20,00:00,91.775,91.866,88.955,89.851,89393
2010.05.21,00:00,89.851,90.465,89.213,89.957,82010
2010.05.23,00:00,90.291,90.363,89.936,90.158,3137
2010.05.24,00:00,90.156,90.608,89.740,90.078,60435
2010.05.25,00:00,90.081,90.482,89.254,90.313,74176
2010.05.26,00:00,90.318,90.658,89.806,89.976,65843
2010.05.27,00:00,89.978,91.077,89.914,90.976,66949
2010.05.28,00:00,90.979,91.403,90.593,91.049,53593
2010.05.30,00:00,90.988,91.250,90.903,91.214,1069
2010.05.31,00:00,91.224,91.609,90.917,91.145,32266
2010.06.01,00:00,91.147,91.445,90.532,91.145,65698
2010.06.02,00:00,91.140,92.342,91.014,92.074,63173
2010.06.03,00:00,92.074,92.795,92.034,92.584,59733
2010.06.04,00:00,92.584,92.873,91.416,91.891,62043
2010.06.06,00:00,91.742,91.949,91.480,91.608,3384
2010.06.07,00:00,91.609,92.072,90.968,91.562,60243
2010.06.08,00:00,91.561,91.916,90.825,91.320,59209
2010.06.09,00:00,91.323,91.664,91.051,91.334,52417
2010.06.10,00:00,91.339,91.541,90.844,91.464,57626
2010.06.11,00:00,91.462,91.768,91.241,91.628,46522
2010.06.13,00:00,91.851,91.851,91.592,91.644,2992
2010.06.14,00:00,91.648,92.104,91.407,91.620,45845
2010.06.15,00:00,91.620,91.685,91.073,91.510,52466
2010.06.16,00:00,91.513,91.816,91.083,91.309,51118
2010.06.17,00:00,91.310,91.413,90.501,90.873,55471
2010.06.18,00:00,90.868,90.944,90.438,90.697,38207
2010.06.20,00:00,90.299,90.568,90.232,90.542,5112
2010.06.21,00:00,90.540,91.470,90.330,91.012,49636
2010.06.22,00:00,91.011,91.093,90.326,90.371,50070
2010.06.23,00:00,90.370,90.560,89.723,89.946,50649
2010.06.24,00:00,89.943,89.960,89.218,89.559,49358
2010.06.25,00:00,89.560,89.770,89.216,89.226,45490
2010.06.27,00:00,89.275,89.400,89.240,89.284,1544
2010.06.28,00:00,89.283,89.459,89.056,89.376,39732
2010.06.29,00:00,89.380,89.406,88.278,88.576,56770
2010.06.30,00:00,88.577,88.761,88.358,88.516,51925
2010.07.01,00:00,88.516,88.518,86.959,87.744,70556
2010.07.02,00:00,87.744,88.196,87.312,87.719,50426
2010.07.04,00:00,87.697,87.812,87.643,87.748,1746
2010.07.05,00:00,87.745,87.998,87.446,87.511,23795
2010.07.06,00:00,87.507,87.973,87.338,87.658,47339
2010.07.07,00:00,87.656,87.838,87.013,87.825,53406
2010.07.08,00:00,87.830,88.633,87.798,88.508,55786
2010.07.09,00:00,88.509,88.693,88.363,88.605,39060
2010.07.11,00:00,88.718,88.836,88.563,88.836,2884
2010.07.12,00:00,88.836,89.142,88.383,88.739,42706
2010.07.13,00:00,88.739,88.856,88.019,88.810,54964
2010.07.14,00:00,88.805,89.099,88.063,88.301,53446
2010.07.15,00:00,88.304,88.403,87.224,87.420,58046
2010.07.16,00:00,87.420,87.494,86.255,86.565,49331
2010.07.18,00:00,86.496,86.656,86.477,86.529,1655
2010.07.19,00:00,86.529,87.210,86.520,86.755,41996
2010.07.20,00:00,86.754,87.562,86.730,87.399,45548
2010.07.21,00:00,87.399,87.429,86.782,86.844,49114
2010.07.22,00:00,86.844,87.220,86.332,87.201,52305
2010.07.23,00:00,87.201,87.490,86.730,87.449,48943
2010.07.25,00:00,87.471,87.664,87.411,87.658,2982
2010.07.26,00:00,87.658,87.706,86.814,86.895,46940
2010.07.27,00:00,86.896,87.961,86.823,87.756,50771
2010.07.28,00:00,87.755,88.109,87.242,87.422,53250
2010.07.29,00:00,87.415,87.441,86.563,86.749,48934
2010.07.30,00:00,86.758,86.810,85.935,86.447,50648
2010.08.01,00:00,86.320,86.519,86.317,86.504,1432
2010.08.02,00:00,86.511,86.876,86.312,86.526,39157
2010.08.03,00:00,86.526,86.597,85.665,85.866,38374
2010.08.04,00:00,85.868,86.398,85.317,86.332,39577
2010.08.05,00:00,86.332,86.447,85.705,85.804,37990
2010.08.06,00:00,85.803,86.174,85.020,85.472,36945
2010.08.08,00:00,85.369,85.439,85.292,85.343,1917
2010.08.09,00:00,85.343,86.044,85.331,85.923,36935
2010.08.10,00:00,85.924,86.221,85.170,85.305,46640
2010.08.11,00:00,85.305,85.462,84.721,85.120,57799
2010.08.12,00:00,85.122,86.168,84.922,86.157,54986
2010.08.13,00:00,86.162,86.362,85.559,86.156,42040
2010.08.15,00:00,86.149,86.214,85.914,85.964,2296
2010.08.16,00:00,85.963,85.972,85.107,85.177,39269
2010.08.17,00:00,85.178,85.675,85.177,85.603,42481
2010.08.18,00:00,85.604,85.604,85.184,85.463,46252
2010.08.19,00:00,85.462,85.907,84.890,85.196,51869
2010.08.20,00:00,85.201,85.810,85.190,85.603,42110
2010.08.22,00:00,85.559,85.708,85.496,85.555,2066
2010.08.23,00:00,85.554,85.634,85.057,85.078,38072
2010.08.24,00:00,85.080,85.152,83.585,84.178,54084
2010.08.25,00:00,84.177,84.819,84.028,84.775,52423
2010.08.26,00:00,84.779,84.876,84.269,84.315,46711
2010.08.27,00:00,84.313,85.441,84.273,85.204,51126
2010.08.29,00:00,85.289,85.719,85.289,85.583,4559
2010.08.30,00:00,85.591,85.897,84.486,84.602,40502
2010.08.31,00:00,84.602,84.660,83.830,84.123,52843
2010.09.01,00:00,84.123,84.649,83.661,84.503,52625
2010.09.02,00:00,84.503,84.544,83.987,84.358,43554
2010.09.03,00:00,84.357,85.221,84.160,84.275,40332
2010.09.05,00:00,84.118,84.474,84.106,84.456,1318
2010.09.06,00:00,84.455,84.486,84.041,84.158,24038
2010.09.07,00:00,84.157,84.250,83.506,83.744,45075
2010.09.08,00:00,83.744,84.034,83.343,83.985,45416
2010.09.09,00:00,83.984,84.018,83.491,83.903,41304
2010.09.10,00:00,83.903,84.368,83.744,84.157,39109
2010.09.12,00:00,84.211,84.351,84.148,84.234,1677
2010.09.13,00:00,84.234,84.276,83.496,83.598,39361
2010.09.14,00:00,83.600,83.708,82.917,83.077,46288
2010.09.15,00:00,83.077,85.759,82.870,85.602,64352
2010.09.16,00:00,85.600,85.920,85.215,85.804,48163
2010.09.17,00:00,85.805,85.925,85.589,85.841,40465
2010.09.19,00:00,85.720,85.763,85.672,85.738,734
2010.09.20,00:00,85.736,85.792,85.501,85.715,25052
2010.09.21,00:00,85.715,85.715,84.964,84.982,40677
2010.09.22,00:00,84.982,85.002,84.265,84.584,43016
2010.09.23,00:00,84.585,84.665,84.243,84.553,31681
2010.09.24,00:00,84.553,85.383,84.108,84.198,37741
2010.09.26,00:00,84.219,84.383,84.190,84.317,1606
2010.09.27,00:00,84.316,84.362,84.105,84.254,32644
2010.09.28,00:00,84.255,84.332,83.687,83.929,38640
2010.09.29,00:00,83.929,84.073,83.495,83.757,37076
2010.09.30,00:00,83.757,83.794,83.162,83.498,46426
2010.10.01,00:00,83.498,83.546,83.155,83.214,40556
2010.10.03,00:00,83.225,83.392,83.205,83.337,1760
2010.10.04,00:00,83.335,83.862,83.173,83.575,36887
2010.10.05,00:00,83.574,83.970,82.953,83.158,46855
2010.10.06,00:00,83.156,83.238,82.746,82.970,39938
2010.10.07,00:00,82.969,83.026,82.098,82.355,46147
2010.10.08,00:00,82.356,82.555,81.719,81.910,41456
2010.10.10,00:00,81.928,81.944,81.356,81.813,2755
2010.10.11,00:00,81.813,82.344,81.813,82.304,27986
2010.10.12,00:00,82.303,82.303,81.659,81.788,46516
2010.10.13,00:00,81.788,81.996,81.696,81.710,38597
2010.10.14,00:00,81.709,81.718,80.850,81.576,51452
2010.10.15,00:00,81.577,81.614,80.866,81.427,43463
2010.10.17,00:00,81.357,81.475,81.251,81.321,1925
2010.10.18,00:00,81.318,81.396,81.118,81.177,45782
2010.10.19,00:00,81.182,81.913,81.139,81.450,60762
2010.10.20,00:00,81.447,81.462,80.834,81.097,53647
2010.10.21,00:00,81.097,81.817,80.909,81.262,64274
2010.10.22,00:00,81.264,81.494,80.982,81.354,45618
2010.10.24,00:00,81.375,81.441,81.260,81.300,2083
2010.10.25,00:00,81.303,81.313,80.401,80.801,50351
2010.10.26,00:00,80.801,81.644,80.604,81.401,55689
2010.10.27,00:00,81.402,81.973,81.362,81.577,63543
2010.10.28,00:00,81.577,81.695,80.856,80.924,52371
2010.10.29,00:00,80.927,81.065,80.360,80.382,56804
2010.10.31,00:00,80.283,80.399,80.235,80.391,2614
2010.11.01,00:00,80.392,81.414,80.317,80.571,49799
2010.11.02,00:00,80.571,80.953,80.462,80.664,49430
2010.11.03,00:00,80.662,81.575,80.593,81.060,59642
2010.11.04,00:00,81.061,81.213,80.577,80.779,60216
2010.11.05,00:00,80.778,81.462,80.613,81.247,56684
2010.11.07,00:00,81.217,81.293,81.140,81.152,984
2010.11.08,00:00,81.154,81.429,80.996,81.094,49653
2010.11.09,00:00,81.094,81.952,80.525,81.567,67584
2010.11.10,00:00,81.576,82.786,81.549,82.215,62265
2010.11.11,00:00,82.215,82.597,82.033,82.416,47125
2010.11.12,00:00,82.415,82.648,81.646,82.506,55812
2010.11.14,00:00,82.452,82.508,82.410,82.475,1243
2010.11.15,00:00,82.481,83.252,82.385,83.157,55535
2010.11.16,00:00,83.158,83.583,82.840,83.372,58802
2010.11.17,00:00,83.372,83.542,83.026,83.126,49266
2010.11.18,00:00,83.131,83.774,83.094,83.536,54425
2010.11.19,00:00,83.536,83.634,83.131,83.533,44255
2010.11.21,00:00,83.496,83.517,83.356,83.475,1921
2010.11.22,00:00,83.474,83.551,83.223,83.302,40326
2010.11.23,00:00,83.304,83.835,82.781,83.265,51054
2010.11.24,00:00,83.272,83.653,82.936,83.519,51136
2010.11.25,00:00,83.517,83.693,83.395,83.644,30839
2010.11.26,00:00,83.643,84.178,83.634,84.089,37147
2010.11.28,00:00,84.031,84.172,83.885,84.172,2224
2010.11.29,00:00,84.173,84.395,83.814,84.262,43855
2010.11.30,00:00,84.259,84.262,83.414,83.675,54913
2010.12.01,00:00,83.674,84.382,83.370,84.124,53151
2010.12.02,00:00,84.123,84.354,83.477,83.743,49052
2010.12.03,00:00,83.743,83.834,82.517,82.526,45503
2010.12.05,00:00,82.640,82.788,82.640,82.780,1060
2010.12.06,00:00,82.775,82.985,82.561,82.674,33344
2010.12.07,00:00,82.675,83.653,82.333,83.479,46001
2010.12.08,00:00,83.475,84.295,83.473,84.105,48516
2010.12.09,00:00,84.105,84.105,83.505,83.809,47978
2010.12.10,00:00,83.808,84.008,83.445,83.925,35328
2010.12.12,00:00,83.982,84.016,83.955,83.976,1226
2010.12.13,00:00,83.976,84.345,83.099,83.443,42249
2010.12.14,00:00,83.440,83.824,82.834,83.799,43260
2010.12.15,00:00,83.801,84.503,83.638,84.266,46841
2010.12.16,00:00,84.267,84.444,83.879,84.044,36987
2010.12.17,00:00,84.045,84.199,83.685,83.968,37769
2010.12.19,00:00,83.933,84.083,83.931,84.012,902
2010.12.20,00:00,84.012,84.113,83.623,83.773,30286
2010.12.21,00:00,83.772,83.896,83.493,83.798,31064
2010.12.22,00:00,83.795,83.844,83.407,83.556,27933
2010.12.23,00:00,83.556,83.564,82.850,83.023,26135
2010.12.24,00:00,83.023,83.169,82.854,82.854,11960
2010.12.26,00:00,82.759,82.953,82.759,82.936,852
2010.12.27,00:00,82.933,82.966,82.644,82.747,22647
2010.12.28,00:00,82.745,82.764,81.807,82.353,35749
2010.12.29,00:00,82.353,82.365,81.602,81.620,29032
2010.12.30,00:00,81.618,81.844,81.281,81.494,28908
2010.12.31,00:00,81.498,81.535,80.933,81.195,17362
2011.01.02,00:00,81.205,81.235,80.921,81.120,1106
2011.01.03,00:00,81.120,81.750,81.120,81.665,24246
2011.01.04,00:00,81.666,82.273,81.604,82.040,38752
2011.01.05,00:00,82.044,83.369,81.876,83.181,40794
2011.01.06,00:00,83.183,83.385,82.875,83.302,42707
2011.01.07,00:00,83.302,83.672,82.845,83.148,40328
2011.01.09,00:00,83.213,83.246,83.038,83.040,1208
2011.01.10,00:00,83.037,83.271,82.658,82.710,31156
2011.01.11,00:00,82.710,83.486,82.710,83.354,40741
2011.01.12,00:00,83.353,83.453,82.799,83.073,42984
2011.01.13,00:00,83.074,83.143,82.541,82.757,43974
2011.01.14,00:00,82.758,83.056,82.401,82.847,47583
2011.01.16,00:00,82.780,82.943,82.780,82.884,683
2011.01.17,00:00,82.885,83.003,82.344,82.664,30358
2011.01.18,00:00,82.665,82.818,82.324,82.613,45482
2011.01.19,00:00,82.613,82.682,81.844,82.150,47678
2011.01.20,00:00,82.153,83.116,82.045,82.939,47502
2011.01.21,00:00,82.939,83.083,82.524,82.547,43499
2011.01.23,00:00,82.532,82.682,82.529,82.593,1307
2011.01.24,00:00,82.591,82.911,82.295,82.533,39107
2011.01.25,00:00,82.541,82.656,81.969,82.260,51697
2011.01.26,00:00,82.258,82.602,81.973,82.162,47667
2011.01.27,00:00,82.162,83.209,82.013,82.882,55228
2011.01.28,00:00,82.882,82.895,81.978,82.111,65670
2011.01.30,00:00,81.994,82.158,81.969,82.090,2742
2011.01.31,00:00,82.090,82.249,81.903,82.092,59384
2011.02.01,00:00,82.092,82.144,81.304,81.394,64392
2011.02.02,00:00,81.393,81.848,81.351,81.494,59648
2011.02.03,00:00,81.493,82.053,81.393,81.652,57000
2011.02.04,00:00,81.652,82.461,81.098,82.162,56391
2011.02.06,00:00,82.161,82.275,82.155,82.221,1651
2011.02.07,00:00,82.222,82.460,82.151,82.288,39331
2011.02.08,00:00,82.282,82.415,81.766,82.295,43343
2011.02.09,00:00,82.296,82.660,82.193,82.411,45873
2011.02.10,00:00,82.409,83.383,82.376,83.337,46507
2011.02.11,00:00,83.344,83.666,83.231,83.420,38458
2011.02.13,00:00,83.478,83.516,83.402,83.431,2174
2011.02.14,00:00,83.431,83.486,83.085,83.402,39717
2011.02.15,00:00,83.405,83.906,83.192,83.705,50023
2011.02.16,00:00,83.715,83.966,83.481,83.599,46341
2011.02.17,00:00,83.601,83.741,83.147,83.286,41646
2011.02.18,00:00,83.284,83.523,83.024,83.162,38248
2011.02.20,00:00,83.069,83.162,83.011,83.099,1335
2011.02.21,00:00,83.098,83.522,83.056,83.068,34513
2011.02.22,00:00,83.065,83.423,82.573,82.757,70398
2011.02.23,00:00,82.766,82.883,82.311,82.434,59934
2011.02.24,00:00,82.433,82.453,81.615,82.054,72840
2011.02.25,00:00,82.050,82.050,81.635,81.661,48376
2011.02.27,00:00,81.676,81.747,81.624,81.625,1880
2011.02.28,00:00,81.623,81.973,81.614,81.873,54785
2011.03.01,00:00,81.873,82.231,81.778,81.904,59146
2011.03.02,00:00,81.903,82.106,81.565,81.833,49341
2011.03.03,00:00,81.834,82.513,81.715,82.364,49377
2011.03.04,00:00,82.364,83.058,82.207,82.294,39843
2011.03.06,00:00,82.313,82.352,82.201,82.343,1579
2011.03.07,00:00,82.346,82.379,81.944,82.284,49054
2011.03.08,00:00,82.284,82.846,82.202,82.812,49604
2011.03.09,00:00,82.813,82.924,82.570,82.819,58272
2011.03.10,00:00,82.833,83.163,82.691,82.910,58514
2011.03.11,00:00,82.910,83.288,81.644,81.838,58364
2011.03.13,00:00,81.641,81.892,80.590,81.288,11718
2011.03.14,00:00,81.288,82.459,81.283,81.820,60875
2011.03.15,00:00,81.818,82.035,80.600,81.058,81248
2011.03.16,00:00,81.054,81.161,76.213,79.125,86151
2011.03.17,00:00,79.121,79.732,78.248,79.514,93825
2011.03.18,00:00,79.512,81.975,79.158,80.560,84015
2011.03.20,00:00,80.859,81.011,80.709,81.011,3947
2011.03.21,00:00,81.010,81.308,80.800,81.222,45496
2011.03.22,00:00,81.223,81.223,80.838,81.037,45919
2011.03.23,00:00,81.038,81.063,80.694,80.868,48666
2011.03.24,00:00,80.867,81.045,80.756,81.014,37957
2011.03.25,00:00,81.014,81.485,80.863,81.339,37507
2011.03.27,00:00,81.385,81.600,81.294,81.574,2455
2011.03.28,00:00,81.574,81.837,81.509,81.714,34824
2011.03.29,00:00,81.713,82.520,81.535,82.496,44217
2011.03.30,00:00,82.495,83.202,82.407,83.134,53001
2011.03.31,00:00,83.135,83.431,82.556,83.413,54142
2011.04.01,00:00,83.414,84.723,83.345,84.046,51115
2011.04.03,00:00,84.168,84.372,84.091,84.163,3559
2011.04.04,00:00,84.160,84.476,83.847,84.344,38776
2011.04.05,00:00,84.350,85.233,84.153,84.968,48367
2011.04.06,00:00,84.968,85.514,84.833,85.436,53222
2011.04.07,00:00,85.437,85.473,84.582,84.882,56879
2011.04.08,00:00,84.883,85.385,84.671,84.745,44519
2011.04.10,00:00,84.850,85.148,84.793,85.119,2861
2011.04.11,00:00,85.120,85.126,84.356,84.443,45674
2011.04.12,00:00,84.438,84.566,83.456,83.745,70869
2011.04.13,00:00,83.747,84.254,83.563,83.728,59751
2011.04.14,00:00,83.728,83.820,82.946,83.661,61815
2011.04.15,00:00,83.664,83.749,82.952,83.115,44300
2011.04.17,00:00,83.211,83.252,82.999,83.083,2771
2011.04.18,00:00,83.083,83.190,82.176,82.472,57620
2011.04.19,00:00,82.472,82.871,82.354,82.758,54491
2011.04.20,00:00,82.761,83.091,82.246,82.487,55053
2011.04.21,00:00,82.489,82.489,81.612,81.859,48588
2011.04.22,00:00,81.858,82.097,81.657,81.872,16104
2011.04.24,00:00,81.810,82.047,81.786,82.036,2141
2011.04.25,00:00,82.028,82.417,81.625,81.665,35278
2011.04.26,00:00,81.663,81.964,81.256,81.376,47791
2011.04.27,00:00,81.375,82.768,81.340,82.244,55166
2011.04.28,00:00,82.243,82.251,81.393,81.604,46640
2011.04.29,00:00,81.602,81.615,81.034,81.175,28191
2011.05.01,00:00,81.095,81.343,81.074,81.222,2421
2011.05.02,00:00,81.217,81.682,80.992,81.226,43166
2011.05.03,00:00,81.226,81.229,80.688,81.029,44958
2011.05.04,00:00,81.028,81.184,80.426,80.597,47596
2011.05.05,00:00,80.597,80.644,79.558,80.310,60815
2011.05.06,00:00,80.318,80.932,80.197,80.608,67326
2011.05.08,00:00,80.610,80.835,80.604,80.783,3120
2011.05.09,00:00,80.783,80.822,80.148,80.163,52950
2011.05.10,00:00,80.162,81.080,80.161,80.966,55759
2011.05.11,00:00,80.966,81.316,80.607,81.026,56152
2011.05.12,00:00,81.028,81.330,80.702,80.996,56109
2011.05.13,00:00,80.997,81.081,80.333,80.794,53644
2011.05.15,00:00,80.860,80.946,80.623,80.707,3120
2011.05.16,00:00,80.712,81.058,80.666,80.853,45070
2011.05.17,00:00,80.853,81.763,80.825,81.492,55259
2011.05.18,00:00,81.491,81.797,80.932,81.720,55369
2011.05.19,00:00,81.719,82.224,81.463,81.719,58724
2011.05.20,00:00,81.718,81.854,81.471,81.686,46877
2011.05.22,00:00,81.782,81.796,81.576,81.651,3019
2011.05.23,00:00,81.651,82.077,81.313,81.974,57498
2011.05.24,00:00,81.975,82.202,81.606,82.051,50458
2011.05.25,00:00,82.055,82.163,81.784,82.018,53726
2011.05.26,00:00,82.019,82.024,81.079,81.124,59957
2011.05.27,00:00,81.129,81.284,80.701,80.775,35674
2011.05.29,00:00,80.721,80.932,80.710,80.863,1830
2011.05.30,00:00,80.863,81.011,80.753,80.866,31157
2011.05.31,00:00,80.864,81.758,80.705,81.345,34236
2011.06.01,00:00,81.345,81.493,80.666,80.930,43787
2011.06.02,00:00,80.930,81.314,80.558,80.875,54284
2011.06.03,00:00,80.875,80.879,80.044,80.253,51760
2011.06.05,00:00,80.217,80.317,80.176,80.220,1877
2011.06.06,00:00,80.219,80.384,79.970,80.104,46970
2011.06.07,00:00,80.102,80.322,79.978,80.172,48344
2011.06.08,00:00,80.172,80.204,79.688,79.860,56176
2011.06.09,00:00,79.860,80.458,79.827,80.350,54707
2011.06.10,00:00,80.352,80.391,79.957,80.309,53784
2011.06.12,00:00,80.255,80.408,80.250,80.351,1824
2011.06.13,00:00,80.352,80.682,80.078,80.192,50301
2011.06.14,00:00,80.192,80.632,80.099,80.495,50860
2011.06.15,00:00,80.493,81.052,80.373,80.838,53540
2011.06.16,00:00,80.838,81.021,80.474,80.576,61122
2011.06.17,00:00,80.577,80.664,80.003,80.025,46477
2011.06.19,00:00,80.130,80.173,80.050,80.149,2291
2011.06.20,00:00,80.148,80.356,80.014,80.191,39082
2011.06.21,00:00,80.187,80.320,80.043,80.237,34133
2011.06.22,00:00,80.236,80.409,80.005,80.361,38201
2011.06.23,00:00,80.366,80.787,80.330,80.485,47716
2011.06.24,00:00,80.481,80.595,80.126,80.395,39059
2011.06.26,00:00,80.296,80.490,80.296,80.456,2231
2011.06.27,00:00,80.458,80.973,80.455,80.753,42179
2011.06.28,00:00,80.754,81.259,80.653,81.043,42803
2011.06.29,00:00,81.044,81.176,80.548,80.737,43192
2011.06.30,00:00,80.736,80.847,80.256,80.695,44516
2011.07.01,00:00,80.693,81.136,80.546,80.812,38310
2011.07.03,00:00,80.803,80.902,80.754,80.823,2237
2011.07.04,00:00,80.825,80.862,80.527,80.776,29971
2011.07.05,00:00,80.780,81.177,80.771,81.069,40995
2011.07.06,00:00,81.067,81.094,80.762,80.869,39675
2011.07.07,00:00,80.869,81.405,80.786,81.260,37776
2011.07.08,00:00,81.262,81.468,80.495,80.553,36998
2011.07.10,00:00,80.529,80.675,80.502,80.664,2269
2011.07.11,00:00,80.664,80.821,80.099,80.336,40705
2011.07.12,00:00,80.336,80.352,78.467,79.453,63147
2011.07.13,00:00,79.452,79.566,78.638,78.854,53421
2011.07.14,00:00,78.853,79.597,78.457,78.994,51389
2011.07.15,00:00,78.994,79.267,78.979,79.120,38597
2011.07.17,00:00,79.068,79.145,79.000,79.058,2143
2011.07.18,00:00,79.058,79.171,78.942,79.034,34846
2011.07.19,00:00,79.034,79.269,78.813,79.169,40212
